dataset,meta-estimator,outcome_model,params_outcome_model,mean_test_max_error,std_test_max_error,rank_test_max_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_median_absolute_error,std_test_neg_median_absolute_error,rank_test_neg_median_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2,ate_mean_abs_error,ate_bias,ate_abs_bias,ate_squared_bias,ate_variance,ate_std_error,ate_mse,ate_rmse,mean_ite_bias,mean_ite_abs_bias,mean_ite_squared_bias,mean_ite_variance,mean_ite_std_error,mean_ite_mse,mean_ite_rmse,mean_pehe_squared,mean_pehe,std_of_ite_bias,std_of_ite_abs_bias,std_of_ite_squared_bias,std_of_ite_variance,std_of_ite_std_error,std_of_ite_mse,std_of_ite_rmse,std_of_pehe_squared,std_of_pehe,time,param_alpha,param_C,param_svm__C,param_n_neighbors,param_max_depth,prop_score_model,params_prop_score_model,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,mean_test_f1,std_test_f1,rank_test_f1,mean_test_precision,std_test_precision,rank_test_precision,mean_test_recall,std_test_recall,rank_test_recall,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
lalonde_psid,stratified_standardization,Ridge,{'alpha': 0.01},-72967.25,15325.43,6.6,-6802.3,404.26,8.0,-5055.09,301.82,6.8,-99612360.18,18882031.34,7.8,-9925.91,943.3,8.0,0.59,0.06,7.8,2909.15,-2857.54,2857.54,8165557.89,5498943.74,2344.98,13664501.63,3696.55,-2728.37,2942.38,13705299.04,19545637.85,3890.36,33250936.89,5116.89,33250936.89,5380.11,2502.25,2246.71,28524694.8,25343142.67,2100.18,48472870.91,2658.65,20324330.91,2074.94,0.1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Ridge,{'alpha': 0.1},-72967.37,15325.39,6.0,-6802.23,404.24,7.4,-5054.73,301.58,6.2,-99611096.19,18882318.18,6.8,-9925.84,943.32,7.0,0.59,0.06,6.8,2913.58,-2871.61,2871.61,8246138.48,5547673.19,2355.35,13793811.67,3714.0,-2742.44,2953.31,13809337.43,19500432.63,3888.04,33309770.06,5121.32,33309770.06,5381.19,2507.66,2255.51,28723717.39,25209914.71,2093.7,48589834.3,2661.18,20450298.96,2086.28,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Ridge,{'alpha': 1.0},-72968.43,15325.07,5.4,-6801.57,404.1,6.8,-5052.94,301.1,6.6,-99598917.71,18885222.04,5.6,-9925.22,943.51,6.0,0.59,0.06,5.8,2963.42,-2963.42,2963.42,8781863.94,5803813.32,2409.11,14585677.26,3819.12,-2834.25,3024.6,14495888.38,19001236.68,3852.83,33497125.07,5132.97,33497125.07,5365.46,2542.23,2312.51,30046559.67,24064372.67,2038.87,49161814.31,2673.91,21412016.0,2170.02,0.11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Ridge,{'alpha': 10.0},-72973.48,15324.05,4.8,-6796.36,403.25,5.0,-5051.4,303.87,5.0,-99509310.34,18914558.07,4.4,-9920.6,945.24,4.8,0.59,0.06,4.6,3121.17,-3121.17,3121.17,9741717.79,5815318.6,2411.5,15557036.39,3944.24,-2992.0,3140.28,15665510.49,16495790.63,3631.21,32161301.13,5013.57,32161301.13,5175.31,2591.03,2409.18,32345602.9,19885856.75,1819.37,48380542.53,2650.56,22672861.84,2318.94,0.09,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Ridge,{'alpha': 100.0},-72942.95,15325.66,4.0,-6781.19,403.26,3.6,-5052.07,300.4,5.0,-99267342.69,19043183.48,3.8,-9907.94,952.01,3.6,0.59,0.06,3.6,3054.61,-3054.61,3054.61,9330617.5,6112592.51,2472.37,15443210.01,3929.78,-2925.44,3058.93,14836593.05,14618309.03,3457.53,29454902.07,4808.36,29454902.07,4964.72,2505.68,2340.84,30601287.29,17002197.86,1632.11,44214667.74,2516.85,21185214.58,2192.36,0.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Ridge,{'alpha': 1000.0},-72871.34,15304.37,3.8,-6772.9,402.66,3.2,-5007.0,302.76,3.0,-99084639.02,19120771.14,4.2,-9898.47,956.17,3.2,0.59,0.06,4.2,2937.59,-2937.59,2937.59,8629440.13,7000813.74,2645.91,15630253.87,3953.51,-2808.42,2940.0,13637477.22,13194412.97,3312.31,26831890.19,4614.71,26831890.19,4757.73,2397.97,2234.7,28101895.19,14784297.69,1490.98,39443959.98,2352.94,19895533.79,2048.4,0.1,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Ridge,{'alpha': 10000.0},-72852.39,15266.26,5.0,-6767.17,401.51,2.2,-4999.26,279.02,3.6,-98991576.96,19170840.71,2.4,-9893.63,958.83,2.0,0.59,0.06,2.2,3349.11,-2777.59,2777.59,7714986.32,8968775.55,2994.79,16683761.87,4084.58,-2648.42,2789.19,12270483.76,13722883.71,3347.28,25993367.47,4542.66,25993367.47,4670.45,2292.68,2119.17,25676704.92,15678460.63,1587.01,37114129.71,2314.64,19705335.06,2044.56,0.09,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Ridge,{'alpha': 100000.0},-72842.94,15218.32,4.4,-6760.86,401.34,1.0,-4999.74,307.46,3.4,-98930337.72,19223900.77,1.4,-9890.45,961.45,1.4,0.59,0.06,1.4,3681.09,-2706.11,2706.11,7323047.6,11063745.29,3326.22,18386792.9,4287.98,-2576.94,2731.13,11811360.44,16131700.7,3560.24,27943061.13,4665.91,27943061.13,4825.75,2273.92,2086.21,25012824.92,19654160.49,1859.14,40031929.91,2484.41,22475191.41,2157.59,0.09,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 0.0001},-72967.24,15325.43,6.8,-6802.31,404.26,10.0,-5055.13,301.85,8.8,-99612500.02,18881999.5,9.8,-9925.91,943.3,10.0,0.59,0.06,10.0,2908.58,-2855.89,2855.89,8156123.09,5493108.46,2343.74,13649231.55,3694.49,-2726.72,2941.09,13693108.27,19550530.25,3890.59,33243638.52,5116.33,33243638.52,5379.93,2501.62,2245.68,28501394.38,25358204.04,2100.92,48458764.61,2658.34,20310020.38,2073.64,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 0.001},-72967.24,15325.43,6.6,-6802.31,404.26,9.0,-5055.13,301.85,7.8,-99612489.73,18881999.43,8.8,-9925.91,943.3,9.0,0.59,0.06,9.0,2908.58,-2855.89,2855.89,8156130.09,5493118.89,2343.74,13649248.98,3694.49,-2726.72,2941.09,13693115.3,19550518.2,3890.59,33243633.5,5116.33,33243633.5,5379.93,2501.62,2245.68,28501417.25,25358183.13,2100.91,48458792.41,2658.34,20310051.19,2073.64,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 0.01},-72967.24,15325.41,6.4,-6802.3,404.26,8.0,-5055.11,301.84,6.8,-99612386.81,18881998.68,7.8,-9925.91,943.3,8.0,0.59,0.06,8.0,2908.57,-2855.91,2855.91,8156200.4,5493222.32,2343.76,13649422.72,3694.51,-2726.74,2941.1,13693185.96,19550395.84,3890.58,33243581.8,5116.32,33243581.8,5379.91,2501.62,2245.69,28501646.49,25357970.84,2100.9,48459068.01,2658.35,20310358.98,2073.69,0.08,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 0.1},-72967.26,15325.22,6.2,-6802.25,404.25,7.0,-5054.89,301.77,5.8,-99611360.61,18881994.57,6.8,-9925.86,943.31,7.0,0.59,0.06,7.0,2908.44,-2856.03,2856.03,8156903.49,5494256.47,2343.98,13651159.96,3694.75,-2726.86,2941.15,13693892.78,19549172.8,3890.48,33243065.58,5116.22,33243065.58,5379.68,2501.63,2245.78,28503938.94,25355848.88,2100.8,48461823.82,2658.44,20313435.99,2074.16,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 1.0},-72967.58,15323.4,6.0,-6801.72,404.21,6.0,-5053.6,300.42,5.8,-99601176.86,18881949.09,5.8,-9925.34,943.35,6.0,0.59,0.06,6.0,2907.12,-2857.26,2857.26,8163937.94,5504638.66,2346.2,13668576.6,3697.1,-2728.09,2941.71,13700997.93,19537126.01,3889.51,33238123.95,5115.25,33238123.95,5377.4,2501.7,2246.63,28526904.99,25334932.44,2099.73,48489610.43,2659.38,20344197.96,2078.87,0.09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 10.0},-72968.31,15307.3,4.6,-6796.96,403.5,5.0,-5050.07,309.7,5.6,-99511895.49,18883524.82,4.8,-9920.84,943.78,5.0,0.59,0.06,4.8,2909.73,-2885.34,2885.34,8325180.85,5549648.89,2355.77,13874829.74,3724.89,-2756.17,2962.5,13910373.35,19310239.8,3867.99,33220613.16,5107.7,33220613.16,5361.23,2512.75,2265.83,28985638.43,25003931.22,2085.4,48823033.45,2670.59,20616832.03,2116.09,0.08,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 100.0},-72900.93,15281.9,4.4,-6775.22,402.05,3.8,-5034.42,310.24,4.6,-99120062.33,18991952.31,3.4,-9900.83,949.97,3.4,0.59,0.06,3.4,3145.01,-3145.01,3145.01,9891058.81,5930962.93,2435.36,15822021.74,3977.69,-3015.83,3181.26,16168664.82,18073637.52,3743.94,34242302.35,5123.33,34242302.35,5326.37,2659.59,2459.32,33546910.43,23652549.01,2014.08,53290941.21,2827.32,23583171.79,2423.24,0.08,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 1000.0},-72850.12,15249.61,5.0,-6764.72,400.54,3.2,-5003.79,287.99,3.2,-98963775.62,19193414.79,4.0,-9892.21,960.03,2.8,0.59,0.06,3.0,3108.31,-3108.31,3108.31,9661599.09,5977730.07,2444.94,15639329.15,3954.66,-2979.14,3107.2,15239874.69,13489457.03,3340.11,28729331.72,4757.43,28729331.72,4944.56,2522.82,2363.3,31051851.17,15141402.18,1527.45,42904205.36,2469.06,19562423.79,2068.99,0.08,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 10000.0},-72830.26,15181.76,4.8,-6757.67,401.25,1.0,-4987.34,298.54,3.4,-98929792.2,19252510.25,2.2,-9890.62,962.59,1.4,0.59,0.06,2.0,3402.86,-2797.95,2797.95,7828513.35,9171368.44,3028.43,16999881.8,4123.09,-2668.78,2810.76,12469616.41,13838744.36,3332.24,26308360.78,4551.35,26308360.78,4614.18,2312.41,2137.58,26195712.34,16142660.14,1653.75,38126508.76,2365.08,24017399.03,2240.02,0.08,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,Lasso,{'alpha': 100000.0},-72828.0,15180.79,4.2,-6758.14,401.07,2.0,-4987.45,298.15,3.2,-98929724.03,19246916.4,1.6,-9890.65,962.3,2.4,0.59,0.06,1.8,3707.42,-2581.32,2581.32,6663192.3,11256352.05,3355.05,17919544.36,4233.15,-2452.15,2606.63,10739326.99,16121691.75,3554.97,26861018.74,4583.87,26861018.74,4732.35,2174.01,1986.16,23041473.65,19575289.89,1866.52,38040679.52,2418.5,22193806.07,2113.26,0.1,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 0.0001},-72967.31,15325.41,7.4,-6802.27,404.25,9.6,-5054.92,301.7,8.0,-99611747.39,18882169.98,9.6,-9925.87,943.31,10.0,0.59,0.06,9.8,2908.76,-2856.51,2856.51,8159629.0,5495277.05,2344.2,13654906.06,3695.25,-2727.34,2941.56,13697521.86,19547128.61,3890.36,33244650.47,5116.4,33244650.47,5379.84,2501.83,2246.05,28509858.79,25349966.5,2100.53,48462021.68,2658.39,20314386.58,2074.12,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 0.001},-72967.9,15325.23,6.8,-6801.91,404.17,9.0,-5054.1,302.01,7.8,-99605100.04,18883715.24,8.6,-9925.53,943.41,9.0,0.59,0.06,8.8,2910.31,-2861.92,2861.92,8190568.64,5514253.56,2348.24,13704822.2,3702.0,-2732.75,2945.65,13736465.78,19516685.57,3888.29,33253151.35,5117.0,33253151.35,5378.95,2503.71,2249.36,28584570.54,25276961.55,2097.11,48490545.16,2658.85,20353733.87,2078.47,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 0.01},-72971.89,15324.2,6.0,-6798.77,403.62,8.4,-5049.39,304.45,7.0,-99549577.16,18899618.94,7.6,-9922.68,944.39,7.8,0.59,0.06,7.6,2918.89,-2906.87,2906.87,8449872.61,5659681.9,2379.01,14109554.5,3756.27,-2777.7,2979.63,14062365.95,19228587.84,3867.15,33290953.79,5118.55,33290953.79,5367.11,2519.28,2276.88,29210895.91,24639331.37,2067.3,48708642.25,2662.96,20735227.57,2117.8,0.08,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 0.1},-72960.66,15326.23,5.4,-6785.54,403.15,6.6,-5053.45,306.26,7.0,-99338174.4,19003025.65,5.8,-9911.66,949.93,6.0,0.59,0.06,6.0,3066.81,-3066.81,3066.81,9405304.51,5883588.34,2425.61,15288892.86,3910.1,-2937.64,3101.22,15246895.26,17430781.87,3709.75,32677677.12,5054.12,32677677.12,5238.14,2572.39,2372.62,31496462.05,21545260.25,1915.34,48858275.75,2670.88,22427979.17,2289.0,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 1.0},-72885.26,15311.48,5.4,-6774.38,402.77,6.0,-5013.57,309.54,5.4,-99118923.72,19108421.87,6.0,-9900.23,955.48,5.6,0.59,0.06,6.0,3087.13,-3087.13,3087.13,9530393.34,5960758.71,2441.47,15491152.04,3935.88,-2957.96,3093.65,15182051.62,15050559.78,3492.43,30232611.4,4859.01,30232611.4,5007.33,2536.24,2368.84,31233821.91,17825127.04,1689.22,45641956.23,2573.44,21830971.44,2271.41,0.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 10.0},-72854.6,15278.47,5.6,-6768.82,401.85,5.4,-4994.74,282.89,4.2,-99012620.22,19155379.17,5.0,-9894.74,958.03,4.4,0.59,0.06,4.6,2974.58,-2974.58,2974.58,8848155.73,6620415.25,2573.02,15468570.98,3933.01,-2845.41,2977.64,14005878.34,13685944.73,3361.5,27691823.07,4676.77,27691823.07,4824.14,2430.95,2267.05,28855896.09,15617963.05,1544.75,41119410.14,2412.4,20438200.19,2102.26,0.09,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 100.0},-72845.82,15230.36,5.2,-6762.43,401.13,4.0,-4997.56,292.72,4.2,-98942178.9,19211298.73,4.0,-9891.05,960.85,3.8,0.59,0.06,3.8,3181.35,-2822.38,2822.38,7965832.21,8254650.6,2873.09,16220482.81,4027.47,-2693.21,2827.93,12582420.03,13299905.83,3313.49,25882325.86,4541.37,25882325.86,4658.78,2308.47,2141.32,26250954.77,14884386.34,1523.38,37216947.86,2293.1,19597947.02,2044.05,0.09,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 1000.0},-72833.88,15192.68,4.6,-6758.04,401.33,2.6,-4989.1,302.64,4.0,-98920833.93,19245455.44,3.4,-9890.08,962.36,3.4,0.59,0.06,3.4,3615.99,-2716.97,2716.97,7381901.34,10598363.0,3255.51,17980264.33,4240.31,-2587.79,2737.45,11832677.99,15409862.31,3491.83,27242540.3,4617.01,27242540.3,4767.89,2266.27,2083.03,25032433.55,18586034.92,1793.59,39040130.65,2434.3,21636764.95,2123.63,0.09,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 10000.0},-72830.11,15182.37,4.6,-6757.65,401.26,1.2,-4987.61,298.47,3.8,-98929000.1,19253053.41,2.8,-9890.57,962.62,2.6,0.59,0.06,2.8,3742.02,-2691.14,2691.14,7242249.37,11512479.03,3393.0,18754728.41,4330.67,-2561.97,2717.82,11694105.73,16756449.54,3618.98,28450555.27,4702.69,28450555.27,4866.71,2265.04,2075.47,24845756.09,20574403.54,1912.96,40747480.91,2516.99,23160139.18,2183.05,0.1,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,ElasticNet,{'alpha': 100000.0},-72827.69,15180.83,4.0,-6757.99,401.14,2.2,-4987.17,297.98,3.6,-98929064.85,19249165.87,2.2,-9890.6,962.42,2.4,0.59,0.06,2.2,3727.39,-2622.6,2622.6,6878029.99,11448901.58,3383.62,18326931.57,4281.0,-2493.43,2648.16,11089598.05,16509380.23,3593.78,27598978.28,4639.85,27598978.28,4796.13,2207.35,2019.12,23699331.45,20156439.21,1895.81,39237693.76,2463.9,22628424.78,2143.85,0.1,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 0.0001},-174305.41,209503.53,8.2,-28615.1,43240.58,10.0,-22727.98,34868.79,10.0,-14852975523.16,29505951686.88,10.0,-37486.65,55097.8,10.0,-61.72,124.61,10.0,3393.09,-2868.03,2868.03,8225612.91,8176943.35,2859.54,16402556.25,4050.01,-2738.86,2923.83,13049022.18,16389976.96,3597.41,29438999.14,4923.34,29438999.14,5040.92,2355.35,2121.38,25340986.59,20642847.47,1857.04,37401423.02,2280.29,20092239.06,2007.01,0.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 0.001},-72875.27,15399.43,6.6,-6808.52,400.85,8.6,-5055.81,272.29,5.8,-99575050.4,18856503.2,6.6,-9924.01,942.27,6.8,0.59,0.06,6.8,3003.27,-2433.28,2433.28,5920831.1,8379355.84,2894.71,14300186.95,3781.56,-2304.11,2546.6,10080214.29,16969826.62,3665.57,27050040.91,4726.67,27050040.91,4836.64,2184.33,1896.07,20352155.76,21144735.29,1879.73,33991899.7,2169.95,18173490.16,1912.32,0.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 0.01},-72831.09,15407.3,4.6,-6806.67,402.02,7.4,-5066.23,264.53,7.4,-99558200.19,18952708.79,7.0,-9922.64,946.99,7.2,0.59,0.06,7.2,3137.21,-2579.91,2579.91,6655934.41,7900381.44,2810.76,14556315.85,3815.27,-2450.74,2670.72,10998539.39,16176084.57,3572.48,27174623.96,4737.51,27174623.96,4840.52,2234.37,1966.17,21929630.41,20442020.83,1847.55,34310306.06,2174.99,18196761.05,1934.94,0.1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 0.1},-72834.44,15405.96,5.6,-6806.54,401.62,7.6,-5066.22,263.1,7.0,-99559190.4,18944138.1,6.6,-9922.74,946.57,6.8,0.59,0.06,6.8,3144.88,-2570.5,2570.5,6607464.31,7974901.85,2823.99,14582366.16,3818.69,-2441.33,2660.38,10917857.57,16193794.31,3574.88,27111651.88,4731.88,27111651.88,4834.74,2226.61,1959.65,21806828.09,20467451.13,1847.7,34254019.66,2172.77,18153493.54,1933.12,0.11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 1.0},-72837.03,15405.57,5.6,-6805.85,401.47,6.4,-5063.17,258.17,6.2,-99547948.34,18947386.24,5.6,-9922.16,946.77,5.8,0.59,0.06,5.6,3233.61,-2541.42,2541.42,6458819.41,8841771.79,2973.51,15300591.2,3911.6,-2412.25,2616.48,10558092.7,16803245.56,3641.77,27361338.26,4747.46,27361338.26,4842.36,2176.96,1926.69,21197220.67,21165966.93,1881.7,34693252.82,2196.13,18692222.59,1978.11,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 10.0},-72856.69,15404.81,4.8,-6800.51,400.47,5.0,-5050.81,260.85,4.4,-99465503.95,18980605.12,4.2,-9917.89,948.71,4.2,0.59,0.06,4.2,3402.74,-2112.63,2112.63,4463200.29,11799031.12,3434.97,16262231.41,4032.65,-1983.46,2175.16,7355641.33,19244004.39,3867.2,26599645.72,4652.35,26599645.72,4774.46,1849.74,1619.97,15490978.11,24992795.52,2070.94,34112670.81,2226.04,18576902.66,1950.44,0.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 100.0},-72894.51,15412.64,4.2,-6785.87,400.7,3.6,-5053.18,265.16,4.2,-99262758.42,19148755.29,3.6,-9907.02,957.5,3.0,0.59,0.06,3.2,3529.8,-1181.13,1181.13,1395078.65,15753974.42,3969.13,17149053.07,4141.14,-1051.96,1485.67,3619200.78,24050565.05,4221.21,27669765.83,4688.94,27669765.83,4796.45,1585.11,1188.27,7952489.8,32462878.85,2496.38,35315258.67,2384.04,21940886.59,2159.59,0.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 1000.0},-72908.19,15408.16,4.0,-6778.6,402.8,3.0,-5052.71,249.61,4.0,-99180485.87,19308874.95,2.6,-9902.17,965.65,2.6,0.59,0.06,2.6,3323.28,-258.97,258.97,67066.13,15656358.11,3956.81,15723424.24,3965.28,-129.8,1442.32,3198684.38,23598364.11,4154.94,26797048.49,4594.14,26797048.49,4584.82,1783.77,1057.55,4799245.21,31632122.32,2516.91,33502570.69,2385.56,26583676.92,2403.44,0.1,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 10000.0},-72935.85,15430.05,4.4,-6772.27,404.07,2.2,-5039.25,279.56,4.4,-99213016.01,19428524.27,2.8,-9903.18,971.71,2.8,0.59,0.06,2.8,3000.81,1093.56,1093.56,1195878.35,14559651.83,3815.71,15755530.18,3969.32,1222.73,2384.62,9067750.37,22084831.81,4005.6,31152582.18,4848.52,31152582.18,4840.46,2751.85,1838.84,14139758.01,29736411.16,2457.64,41715328.81,2764.86,36857605.06,2778.94,0.13,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,KernelRidge,{'alpha': 100000.0},-73187.41,15489.7,7.0,-6757.57,412.88,1.2,-4992.93,301.81,1.6,-99588334.18,19757188.24,6.0,-9920.27,986.83,5.8,0.59,0.06,5.8,4601.58,4102.89,4102.89,16833717.22,17150599.12,4141.33,33984316.34,5829.61,4232.06,5538.07,50756277.02,27018085.01,4371.55,77774362.03,7269.32,77774362.03,7679.83,5731.14,4481.74,87176609.33,37160434.02,2812.05,122598599.2,4993.12,83123921.47,4335.26,0.13,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,SVM_rbf,{'C': 0.0001},-73156.69,11164.88,6.6,-12109.56,294.44,10.0,-10484.82,583.83,10.0,-241163062.19,14294567.23,10.0,-15520.71,459.83,10.0,-0.0,0.0,10.0,2654.19,-2654.19,2654.19,7044735.38,1246828.1,1116.61,8291563.47,2879.51,-2525.02,9933.36,157101005.88,1246828.1,1116.61,158347833.98,10085.35,158347833.98,12581.42,12277.02,7643.91,256939367.4,0.39,0.0,256939367.18,7525.52,5987469.01,236.1,0.12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,SVM_rbf,{'C': 0.001},-73156.7,11164.86,6.4,-12109.46,294.44,9.0,-10484.72,583.84,9.0,-241160172.71,14294598.4,9.0,-15520.61,459.84,9.0,-0.0,0.0,9.0,2654.12,-2654.12,2654.12,7044376.12,1246662.93,1116.54,8291039.04,2879.42,-2524.95,9933.22,157097339.38,1246662.93,1116.54,158344002.31,10085.2,158344002.31,12581.27,12276.89,7643.86,256937789.54,3.91,0.0,256937787.29,7525.48,5986834.74,236.08,0.11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,SVM_rbf,{'C': 0.01},-73156.74,11164.68,6.2,-12108.51,294.46,8.0,-10483.69,584.02,8.0,-241131319.89,14294921.24,8.0,-15519.68,459.87,8.0,-0.0,0.0,8.0,2653.27,-2653.27,2653.27,7039834.96,1244853.96,1115.73,8284688.92,2878.31,-2524.1,9931.76,157059774.56,1244853.96,1115.73,158304628.53,10083.57,158304628.53,12579.71,12275.53,7643.3,256923145.5,39.04,0.02,256923123.02,7525.04,5980284.68,235.85,0.1,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,SVM_rbf,{'C': 0.1},-73158.28,11163.63,6.8,-12098.98,294.58,7.0,-10472.46,585.75,7.0,-240844221.9,14297815.3,7.0,-15510.42,460.24,7.0,-0.0,0.0,7.0,2650.08,-2650.08,2650.08,7022901.8,1240748.72,1113.89,8263650.52,2874.66,-2520.91,9918.31,156711670.62,1240748.81,1113.89,157952419.43,10069.9,157952419.43,12565.7,12262.0,7637.98,256743133.91,401.65,0.18,256742908.41,7519.94,5977859.34,236.0,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,SVM_rbf,{'C': 1.0},-73158.94,11160.55,5.0,-12005.49,294.69,6.0,-10379.56,579.72,6.0,-238020900.2,14302410.7,6.0,-15419.04,463.04,6.0,0.01,0.0,6.0,2673.39,-2673.39,2673.39,7147007.43,1309216.33,1144.21,8456223.76,2907.96,-2544.22,9797.38,153567555.21,1309225.59,1144.21,154876780.8,9958.16,154876780.8,12442.46,12128.25,7588.07,254624175.44,4563.97,2.0,254621434.91,7464.03,6245948.29,248.84,0.09,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_psid,stratified_standardization,SVM_rbf,{'C': 10.0},-73119.02,11074.97,4.2,-11142.64,292.4,5.0,-9414.11,503.54,5.0,-212758924.92,14155720.86,5.0,-14575.92,483.96,5.0,0.11,0.01,5.0,2613.77,-2613.77,2613.77,6831775.35,1260886.87,1122.89,8092662.22,2844.76,-2484.6,8632.53,125214799.78,1261848.36,1123.2,126476648.14,8810.62,126476648.14,11242.93,10910.62,7119.98,237964145.0,36213.12,16.2,237945963.06,6989.25,6146807.38,270.45,0.1,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
