dataset,meta-estimator,outcome_model,params_outcome_model,mean_test_max_error,std_test_max_error,rank_test_max_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_median_absolute_error,std_test_neg_median_absolute_error,rank_test_neg_median_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2,ate_mean_abs_error,ate_bias,ate_abs_bias,ate_squared_bias,ate_variance,ate_std_error,ate_mse,ate_rmse,mean_ite_bias,mean_ite_abs_bias,mean_ite_squared_bias,mean_ite_variance,mean_ite_std_error,mean_ite_mse,mean_ite_rmse,mean_pehe_squared,mean_pehe,std_of_ite_bias,std_of_ite_abs_bias,std_of_ite_squared_bias,std_of_ite_variance,std_of_ite_std_error,std_of_ite_mse,std_of_ite_rmse,std_of_pehe_squared,std_of_pehe,time,param_alpha,param_C,param_svm__C,param_n_neighbors,param_max_depth,prop_score_model,params_prop_score_model,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,mean_test_f1,std_test_f1,rank_test_f1,mean_test_precision,std_test_precision,rank_test_precision,mean_test_recall,std_test_recall,rank_test_recall,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
lalonde_cps,stratified_standardization,Lasso,{'alpha': 100.0},-24955.94,995.03,4.2,-5266.93,85.12,7.0,-3838.12,82.85,5.4,-50112091.03,1989125.36,5.0,-7077.01,141.01,5.0,0.47,0.02,4.8,2872.56,-2008.13,2008.13,4032566.43,7405391.38,2721.28,11437957.81,3382.0,-1992.77,2668.97,10033819.31,14453761.33,3598.34,24487580.63,4655.55,24487580.63,4822.34,2462.25,1705.99,11453752.01,9312491.56,1227.08,16793424.11,1677.33,11455176.19,1110.22,0.11,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,Lasso,{'alpha': 1000.0},-24758.85,1031.5,3.0,-5277.77,83.28,8.0,-3801.48,86.72,1.8,-50230678.51,1971742.45,8.0,-7085.39,139.67,8.0,0.47,0.02,8.0,3336.06,-3131.03,3131.03,9803365.18,6218258.56,2493.64,16021623.74,4002.7,-3115.68,3301.18,13917519.77,11984594.46,3111.22,25902114.23,4723.05,25902114.23,4829.8,2051.84,1737.74,12389985.65,9877361.56,1518.19,17891799.24,1896.04,17067480.09,1604.72,0.13,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,Lasso,{'alpha': 10000.0},-24001.95,1095.3,2.0,-5379.05,80.42,9.0,-4028.82,135.11,9.0,-51240399.23,1976098.57,9.0,-7156.31,138.56,9.0,0.45,0.02,9.0,3770.83,-3770.83,3770.83,14219125.88,3733729.83,1932.29,17952855.7,4237.08,-3755.47,3998.34,21053033.96,7277155.45,2421.65,28330189.41,4851.04,28330189.41,5062.51,2636.18,2250.85,18837096.75,5981567.46,1188.61,21392213.92,2190.34,17875522.72,1643.53,0.12,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,Lasso,{'alpha': 100000.0},-23880.55,1114.66,1.0,-5403.99,79.42,10.0,-4050.0,133.62,10.0,-51528290.34,1971419.38,10.0,-7176.41,137.85,10.0,0.45,0.02,10.0,3660.97,-3660.97,3660.97,13402706.63,3476937.94,1864.65,16879644.57,4108.48,-3645.62,3912.85,20462279.83,6578494.92,2304.61,27040774.75,4715.12,27040774.75,4951.28,2678.01,2269.78,19109719.7,5265589.4,1125.72,21233741.07,2192.8,16817550.52,1589.23,0.11,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 0.0001},-25227.32,1262.44,9.0,-5262.69,86.88,3.0,-3836.4,92.78,4.2,-50077541.05,1982735.36,4.4,-7074.58,140.61,4.4,0.47,0.02,4.2,2942.71,-1813.82,1813.82,3289939.05,8155455.44,2855.78,11445394.5,3383.1,-1798.47,2784.71,11058033.15,15817300.99,3758.45,26875334.14,4870.44,26875334.14,5123.57,2797.06,1817.54,12872143.27,10247874.17,1300.53,18632182.03,1776.0,8358214.0,790.18,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 0.001},-25226.94,1259.18,8.8,-5262.67,86.87,2.8,-3836.51,92.28,4.4,-50076770.86,1982697.52,3.4,-7074.53,140.61,3.4,0.47,0.02,3.2,2943.29,-1817.87,1817.87,3304646.41,8138915.87,2852.88,11443562.28,3382.83,-1802.51,2780.71,11027027.48,15760003.34,3752.06,26787030.82,4862.55,26787030.82,5113.77,2788.9,1815.12,12836100.63,10218610.06,1296.94,18578141.56,1772.74,8429098.47,797.76,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 0.01},-25216.96,1232.7,8.8,-5262.57,86.72,2.6,-3836.44,90.26,4.8,-50071974.48,1982734.15,2.2,-7074.19,140.62,2.2,0.47,0.02,2.2,2953.1,-1858.44,1858.44,3453806.37,8000832.34,2828.57,11454638.71,3384.47,-1843.09,2758.55,10842044.43,15379868.97,3704.65,26221913.4,4808.33,26221913.4,5048.75,2728.57,1797.91,12593084.12,10088975.63,1286.64,18293259.78,1761.23,8961765.88,855.61,0.11,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 0.1},-25133.29,1133.15,7.2,-5263.0,86.17,2.2,-3835.59,85.56,4.8,-50067018.23,1984282.15,1.6,-7073.83,140.74,1.6,0.47,0.02,1.6,3073.25,-2159.56,2159.56,4663705.62,7510169.83,2740.47,12173875.45,3489.11,-2144.21,2778.48,10763326.7,14390381.42,3540.73,25153708.12,4674.86,25153708.12,4889.81,2483.08,1744.53,11939222.27,10192021.57,1361.47,18099788.9,1816.42,11433602.7,1115.09,0.11,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 1.0},-24994.21,1022.71,6.2,-5265.83,85.41,4.4,-3838.73,84.53,5.4,-50096459.44,1988042.44,3.4,-7075.91,140.96,3.4,0.47,0.02,3.8,3348.54,-2770.77,2770.77,7677155.09,7276313.62,2697.46,14953468.72,3866.97,-2755.41,3041.5,12247670.4,13928079.63,3410.15,26175750.02,4746.54,26175750.02,4905.1,2157.63,1731.18,11903893.1,10723773.7,1516.24,18493520.99,1909.49,15220902.74,1454.56,0.11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 10.0},-24863.61,1003.35,5.0,-5270.38,84.52,6.0,-3821.82,86.23,3.4,-50128102.75,1983696.88,6.0,-7078.14,140.62,6.0,0.47,0.02,6.0,3274.38,-2990.85,2990.85,8945181.45,6195138.8,2489.0,15140320.26,3891.06,-2975.5,3181.59,13063632.26,11809029.93,3095.96,24872662.19,4620.28,24872662.19,4749.19,2051.84,1714.97,11975192.43,9501117.13,1491.33,17436734.35,1877.67,16252699.35,1522.46,0.12,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 100.0},-24521.33,1020.79,4.0,-5299.99,81.74,7.0,-3773.74,92.53,1.0,-50341659.89,1971530.45,7.0,-7093.22,139.49,7.0,0.46,0.02,7.0,3338.34,-3338.34,3338.34,11144537.71,4353642.14,2086.54,15498179.85,3936.77,-3322.99,3514.58,15649399.18,8422725.64,2597.71,24072124.82,4531.74,24072124.82,4600.04,2146.42,1815.79,13058924.18,6815299.61,1294.08,16877169.75,1880.27,17860647.39,1706.38,0.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 1000.0},-24037.86,1081.08,3.0,-5371.39,79.87,8.0,-4018.84,136.87,8.0,-51142842.34,1972115.09,8.0,-7149.49,138.43,8.0,0.46,0.02,8.0,3701.32,-3701.32,3701.32,13699734.87,3798090.07,1948.87,17497824.94,4183.04,-3685.96,3924.4,20189887.63,7411676.02,2442.48,27601563.64,4801.25,27601563.64,4989.59,2569.74,2188.38,17883845.88,6078513.36,1202.48,20490845.21,2132.96,17930752.28,1644.85,0.11,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 10000.0},-23903.39,1113.29,2.0,-5398.56,79.61,9.0,-4044.01,131.58,9.0,-51499838.81,1974253.53,9.0,-7174.42,138.09,9.0,0.45,0.02,9.0,3770.95,-3770.95,3770.95,14220030.19,3749965.89,1936.48,17969996.07,4239.1,-3755.59,4016.6,21471873.37,7307986.58,2427.14,28779859.96,4878.63,28779859.96,5113.99,2714.3,2310.58,19738990.4,5997922.09,1190.37,22098633.42,2231.33,17875761.93,1620.79,0.11,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,ElasticNet,{'alpha': 100000.0},-23885.15,1114.99,1.0,-5402.97,79.44,10.0,-4048.74,133.75,10.0,-51528143.46,1971710.51,10.0,-7176.4,137.87,10.0,0.45,0.02,10.0,3735.93,-3735.93,3735.93,13957153.76,3580148.6,1892.13,17537302.36,4187.76,-3720.57,3983.69,21162468.43,6832525.25,2348.73,27994993.69,4801.21,27994993.69,5040.97,2705.51,2300.58,19588183.97,5499261.61,1147.17,21819569.63,2223.38,17285437.71,1607.35,0.11,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 0.0001},-16520.22,207.58,1.0,-8600.55,138.82,10.0,-9105.02,139.99,10.0,-96955652.66,2884476.17,10.0,-9845.32,147.37,10.0,-0.03,0.01,10.0,6371.54,-6371.54,6371.54,40596458.4,580039.94,761.6,41176498.33,6416.89,-6356.18,6912.78,81688723.68,580039.94,761.6,82268763.61,7041.33,82268763.61,9054.33,6425.55,5822.56,107818449.94,1.61,0.0,107818448.77,5717.38,9760032.67,536.46,0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 0.001},-16521.42,207.63,2.0,-8599.88,138.8,9.0,-9103.68,140.01,9.0,-96942269.31,2883992.33,9.0,-9844.64,147.35,9.0,-0.03,0.01,9.0,6371.91,-6371.91,6371.91,40601228.78,580689.95,762.03,41181918.73,6417.31,-6356.56,6912.41,81678137.39,580689.95,762.03,82258827.35,7041.09,82258827.35,9053.76,6424.35,5822.09,107801800.5,16.42,0.01,107801788.5,5716.81,9766194.05,536.82,0.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 0.01},-16535.16,210.23,3.0,-8593.23,138.62,8.0,-9091.17,142.32,8.0,-96808323.97,2887085.88,8.0,-9837.83,147.61,8.0,-0.03,0.01,8.0,6370.97,-6370.97,6370.97,40589281.42,584765.15,764.7,41174046.56,6416.7,-6355.62,6905.93,81513039.61,584765.16,764.7,82097804.77,7035.48,82097804.77,9044.74,6412.42,5815.6,107579902.62,156.79,0.1,107579788.61,5709.62,9795293.64,539.02,0.6,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 0.1},-16671.84,212.94,4.0,-8526.51,137.91,7.0,-8951.86,144.18,7.0,-95517300.4,2847913.42,7.0,-9772.01,146.59,7.0,-0.02,0.01,7.0,6383.6,-6383.6,6383.6,40750393.44,602021.14,775.9,41352414.58,6430.58,-6368.25,6856.51,80169787.6,602022.64,775.9,80771810.24,6990.39,80771810.24,8970.37,6294.06,5758.3,105641534.66,1683.26,1.08,105640330.8,5648.56,9937047.75,551.61,0.6,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 1.0},-17987.81,203.41,5.0,-7909.63,129.5,6.0,-7633.83,142.59,6.0,-84385636.85,2641952.33,6.0,-9184.79,144.63,6.0,0.1,0.02,6.0,6507.01,-6507.01,6507.01,42341222.23,583184.0,763.66,42924406.23,6551.67,-6491.66,6592.53,69353254.69,583312.86,763.7,69936567.55,6714.16,69936567.55,8341.88,5216.47,5088.4,88218023.51,13645.62,8.92,88208845.34,4985.64,9928794.4,591.34,0.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 10.0},-24161.56,206.43,6.0,-5494.41,112.86,5.0,-3632.53,188.98,5.0,-56454655.63,2401516.29,3.4,-7511.58,159.92,3.2,0.4,0.02,3.2,6397.5,-6397.5,6397.5,40927989.35,611450.27,781.95,41539439.61,6445.11,-6382.15,6399.55,47616881.28,614650.89,783.26,48231532.17,6462.78,48231532.17,6906.79,2623.95,2581.22,34757871.57,53223.01,34.02,34768837.49,2542.45,10120498.22,726.45,0.59,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 100.0},-26161.61,917.56,7.0,-4913.41,130.43,4.0,-3193.85,154.22,4.0,-55975939.44,2659269.15,1.0,-7478.6,178.88,1.2,0.4,0.03,1.2,5212.29,-5212.29,5212.29,27167953.08,721067.46,849.16,27889020.54,5281.01,-5196.94,5444.15,38679065.07,741109.33,858.7,39420174.4,5581.33,39420174.4,6240.25,3416.27,3006.72,32214139.8,108307.88,61.15,32162020.11,2875.57,8721305.47,692.47,0.58,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 1000.0},-26599.07,1548.42,8.0,-4803.69,138.22,3.0,-2552.06,149.53,2.2,-56381972.61,2805328.26,2.2,-7505.42,188.22,2.2,0.4,0.03,2.2,5138.03,-5138.03,5138.03,26399388.38,981483.15,990.7,27380871.53,5232.67,-5122.68,5518.68,39087752.37,1235921.36,1090.49,40323673.73,5722.92,40323673.73,6299.86,3584.12,2938.0,32347788.82,533324.5,216.21,32146940.83,2751.7,9836241.03,797.16,0.57,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 10000.0},-26805.54,1790.95,9.2,-4763.8,138.43,2.0,-2541.73,168.59,2.0,-56716103.28,2851246.36,4.4,-7527.56,190.86,4.4,0.4,0.03,4.4,4642.64,-4642.64,4642.64,21554096.48,1297067.9,1138.89,22851164.38,4780.29,-4627.29,5110.77,34035436.6,3977185.22,1733.39,38012621.82,5656.03,38012621.82,6099.59,3552.98,2813.44,29671326.44,4806490.59,986.18,28695716.92,2453.97,10572066.62,898.69,0.61,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_rbf,{'C': 100000.0},-26895.69,1863.59,9.8,-4748.1,139.56,1.0,-2538.03,154.46,1.8,-56707513.92,2835551.61,4.0,-7527.02,189.76,4.0,0.4,0.03,4.0,4650.05,-4650.05,4650.05,21622981.64,1627103.89,1275.58,23250085.53,4821.83,-4634.7,5116.27,33979175.52,6029418.97,2091.91,40008594.49,5846.96,40008594.49,6241.03,3535.36,2793.38,29284917.8,8117069.68,1285.82,28745168.02,2412.82,11930222.74,1028.64,0.7,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 0.0001},-16520.11,207.58,1.0,-8600.6,138.82,6.0,-9105.15,139.99,6.0,-96956557.06,2884467.93,6.0,-9845.37,147.37,6.0,-0.03,0.01,6.0,6371.46,-6371.46,6371.46,40595471.12,579978.49,761.56,41175449.61,6416.81,-6356.1,6912.79,81688854.11,579978.49,761.56,82268832.6,7041.32,82268832.6,9054.34,6425.64,5822.56,107818632.97,0.39,0.0,107818632.74,5717.4,9759408.09,536.42,1.03,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 0.001},-16520.3,207.65,2.0,-8600.39,138.81,5.0,-9105.01,139.97,5.0,-96951278.77,2884046.77,5.0,-9845.1,147.35,5.0,-0.03,0.01,5.0,6371.28,-6371.28,6371.28,40593162.36,580084.08,761.63,41173246.44,6416.64,-6355.92,6912.55,81681240.29,580084.08,761.63,82261324.37,7041.11,82261324.37,9053.92,6425.22,5822.19,107805314.19,3.94,0.0,107805311.83,5717.01,9760004.79,536.48,1.12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 0.01},-16522.31,208.68,3.0,-8598.26,138.75,4.0,-9103.77,140.22,4.0,-96898487.17,2881981.36,4.0,-9842.42,147.28,4.0,-0.03,0.01,4.0,6368.69,-6368.69,6368.69,40560169.92,580669.13,762.02,41140839.05,6414.11,-6353.33,6909.74,81595252.95,580669.13,762.02,82175922.08,7038.4,82175922.08,9049.18,6421.09,5818.13,107662962.72,39.53,0.03,107662939.22,5712.86,9761647.43,536.83,1.02,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 0.1},-16549.41,217.78,4.0,-8576.99,138.21,3.0,-9086.87,141.57,3.0,-96389715.96,2860440.07,3.0,-9816.55,146.55,3.0,-0.02,0.01,3.0,6351.79,-6351.79,6351.79,40345237.98,586050.21,765.54,40931288.19,6397.76,-6336.44,6887.04,80854566.64,586050.39,765.54,81440617.03,7016.69,81440617.03,9008.26,6379.98,5781.28,106355969.73,366.28,0.24,106355767.63,5675.1,9780305.15,540.27,0.87,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 1.0},-16819.51,314.83,5.0,-8373.03,133.06,2.0,-8891.91,146.46,2.0,-91721434.5,2664127.11,2.0,-9575.92,139.83,2.0,0.02,0.01,2.0,6237.0,-6237.0,6237.0,38900218.03,634231.5,796.39,39534449.53,6287.64,-6221.65,6700.19,74580665.72,634251.14,796.39,75214916.86,6838.46,75214916.86,8653.6,5989.3,5448.67,94818584.87,4232.65,2.66,94816377.97,5333.89,10008459.21,574.54,0.88,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 10.0},-19541.82,1636.14,6.0,-7146.84,92.12,1.0,-7546.96,117.97,1.0,-69314675.48,1825162.1,1.0,-8324.65,109.66,1.0,0.26,0.02,1.0,5451.39,-5451.39,5451.39,29717698.35,643254.22,802.03,30360952.57,5510.08,-5436.04,5657.81,47150115.92,644495.19,802.64,47794611.11,5787.9,47794611.11,6883.21,4195.19,3890.93,50811053.81,26388.09,16.4,50827946.98,3780.84,9006766.94,645.01,0.84,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 100.0},-44487.18,434.25,7.0,-17825.38,146.05,7.0,-18048.09,339.57,7.0,-440100730.21,5288353.63,7.0,-20977.93,125.86,7.0,-3.68,0.11,7.0,7256.18,-7256.18,7256.18,52652097.38,776148.9,880.99,53428246.28,7309.46,-7240.82,21267.95,633886538.8,795983.44,892.09,634682522.23,21316.65,634682522.23,25191.49,24113.42,13474.45,644797810.79,22473.68,12.54,644803558.78,13426.94,13481390.12,266.93,0.96,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 1000.0},-330215.24,4102.22,8.0,-160603.8,1118.16,8.0,-163757.1,4736.14,8.0,-33634942544.09,360505320.32,8.0,-183391.61,985.42,8.0,-356.88,9.5,8.0,33132.81,-8849.53,8849.53,78314181.5,1028909528.41,32076.62,1107223709.91,33274.97,-8834.18,41881.98,2337143767.9,49989380758.67,196120.21,52326524526.57,200638.7,52326524526.57,228735.15,47530.0,24146.3,2159251095.0,44425398877.23,107360.35,46565889187.15,109866.44,1184690457.37,2599.53,0.83,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 10000.0},-3229749.03,48291.29,9.0,-1592608.16,9780.8,9.0,-1619256.67,47820.79,9.0,-3302230432929.92,25437568212.18,9.0,-1817190.16,7007.82,9.0,-35133.74,848.12,9.0,301363.46,22112.72,22112.72,488972278.58,97626336390.91,312452.13,98115308669.5,313233.63,22128.07,413538.45,218479793047.85,4992129255662.19,1960497.57,5210609048710.04,2008034.12,5210609048710.04,2282670.81,466894.14,217866.34,173535681822.21,4421536835365.29,1071717.56,4570598773730.62,1085545.03,21912530093.59,4798.47,0.9,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,SVM_sigmoid,{'C': 100000.0},-32284733.38,488995.82,10.0,-15913754.55,99473.44,10.0,-16172072.76,479098.52,10.0,-329681457154315.0,2526380867676.57,10.0,-18156998.7,69677.48,10.0,-3507697.81,84106.7,10.0,2215542.69,-2215542.69,2215542.69,4908629421685.09,89643048974.31,299404.49,4998272470659.4,2235681.66,-2215527.34,20104324.9,520782118577373.25,109975076664.87,313335.85,520892093654038.0,20111175.4,520892093654038.0,22823024.48,22712850.05,10798066.45,443015263481554.5,56606924915.76,108608.11,443025556964362.4,10790399.32,1852894047164.46,40584.98,0.84,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 0.0001},-27026.79,1947.96,1.2,-5016.25,136.97,1.2,-2906.79,127.9,2.0,-59598341.41,2744969.41,1.2,-7716.95,179.35,1.2,0.37,0.04,1.2,3016.47,2173.07,2173.07,4722227.99,19309447.27,4394.25,24031675.25,4902.21,2188.42,3572.77,17585562.68,28001121.16,4442.59,45586683.85,6038.81,45586683.85,5209.82,3577.2,2195.65,17827257.34,24687159.64,2874.8,36041059.15,3019.85,70984944.57,4294.7,0.15,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 0.001},-27207.23,1817.7,1.8,-5037.05,143.96,1.8,-2859.3,138.66,1.0,-59771970.29,2910993.31,1.8,-7727.66,189.19,1.8,0.36,0.04,1.8,3065.86,1868.86,1868.86,3492636.49,18473367.43,4298.07,21966003.92,4686.79,1884.21,3338.6,15489475.45,26806343.3,4346.94,42295818.75,5833.83,42295818.75,5086.1,3455.32,2084.04,16357723.84,23674770.29,2812.55,32969757.24,2874.42,64591124.25,4053.07,0.22,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 0.01},-28361.12,2631.27,3.0,-5696.81,752.64,3.2,-4044.55,1472.42,3.6,-66122161.89,8821762.0,3.0,-8110.31,533.98,3.0,0.3,0.09,3.0,4221.23,1621.02,1621.02,2627693.94,36455452.4,6037.84,39083146.33,6251.65,1636.37,3156.12,14018546.91,52818308.22,6111.9,66836855.13,7282.21,66836855.13,6113.11,3367.62,2014.31,15364279.91,46705141.17,3932.3,53276918.23,3715.68,109827230.44,5428.33,0.21,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 0.1},-30998.59,4054.84,4.2,-6369.91,1399.38,4.4,-4802.2,1884.94,4.0,-79051546.26,28586495.32,4.4,-8750.05,1448.98,4.4,0.16,0.31,4.4,6885.52,-2690.08,2690.08,7236549.21,47013209.45,6856.62,54249758.66,7365.44,-2674.73,3051.45,12314894.48,70374178.56,7148.44,82689073.03,8162.09,82689073.03,8724.4,2271.72,1733.07,12255113.09,60198762.26,4390.22,63104334.4,4008.66,47433588.75,2563.98,0.21,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 1.0},-35317.17,6568.53,5.0,-7135.12,1863.59,4.4,-5409.57,2499.24,4.4,-101707521.1,41660888.63,4.6,-9701.27,1929.75,4.6,-0.09,0.45,4.6,19884.58,-15425.48,15425.48,237945540.81,380688811.16,19511.25,618634351.98,24872.36,-15410.13,15473.87,334764595.27,549435388.54,19893.38,884199983.81,25387.82,884199983.81,24108.94,9863.7,9763.39,301653419.32,473138439.7,12397.13,765206396.83,15480.91,1286524596.56,17405.72,0.23,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 10.0},-59561.36,35137.94,7.4,-16043.68,14601.63,7.0,-15064.62,15935.09,7.2,-879438844.92,1429959126.86,7.0,-20457.02,17469.18,7.2,-8.29,15.12,7.0,55076.57,-7258.83,7258.83,52690629.34,4745852982.29,68890.15,4798543611.62,69271.52,-7243.48,8565.74,106340921.87,6898187118.96,69600.24,7004528040.83,70450.88,7004528040.83,66717.47,7339.82,5741.86,118889647.23,6134462262.72,45321.01,6186416838.92,45179.65,7639590300.87,50530.26,0.21,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 100.0},-71790.7,54033.8,7.4,-18203.01,16468.03,7.4,-16882.89,17290.63,7.4,-1187173329.47,1828395696.82,7.4,-23531.03,20580.13,7.4,-11.66,19.61,7.4,18172.92,-7960.03,7960.03,63362115.52,791212512.73,28128.5,854574628.25,29233.11,-7944.68,8360.78,97845165.59,1243914841.91,29801.46,1341760007.5,31150.99,1341760007.5,25923.85,5892.98,5286.07,91417488.48,1125227349.91,18862.34,1200997817.5,19271.12,2313306417.95,25878.83,0.21,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 1000.0},-112104.6,125646.33,7.2,-44917.71,69839.33,7.8,-46420.5,76526.25,7.6,-32807997548.23,65068483343.96,7.8,-54681.07,82460.19,7.6,-370.03,736.29,7.8,33305.48,-14422.4,14422.4,208005656.19,1481959826.84,38496.23,1689965483.03,41109.19,-14407.05,15363.51,337892765.64,2471168994.85,42845.59,2809061760.49,45820.27,2809061760.49,44671.96,11416.21,10092.34,313781290.93,2038360268.5,25207.62,2299357576.84,26637.65,3456646393.2,28521.53,0.2,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 10000.0},-105687.08,117351.88,8.0,-42776.1,61468.01,8.4,-43543.69,65189.76,8.4,-15270816623.16,29818101056.94,8.4,-52270.31,74041.5,8.4,-161.16,316.63,8.4,29624.25,-4609.21,4609.21,21244816.25,1162698396.79,34098.36,1183943213.04,34408.48,-4593.86,8493.95,118917348.79,2002827865.72,38188.11,2121745214.51,39685.96,2121745214.51,40410.55,9890.09,6838.87,225796852.09,1789617377.92,23334.43,1868893006.17,23383.11,1687502748.25,22107.31,0.22,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
lalonde_cps,stratified_standardization,LinearSVM,{'C': 100000.0},-275435.74,347194.9,9.8,-107410.82,159151.68,9.4,-110700.52,169213.12,9.4,-123151367967.24,240940397075.97,9.4,-132423.81,194761.08,9.4,-1296.04,2537.93,9.4,43609.97,-6036.03,6036.03,36433663.81,2156643338.32,46439.67,2193077002.13,46830.3,-6020.68,13364.48,345965882.69,3641887676.57,51308.39,3987853559.27,54480.11,3987853559.27,57673.34,17598.79,12936.63,819443221.66,3330219994.41,31770.06,3656213992.69,31933.85,3253310961.19,25722.34,0.21,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
